gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392,SRR13308393,SRR13308394,SRR13308395
gene-LOC109633196|LOC109633196,15,21,24,14,19,10,0,0
gene-srpx|srpx,134,166,287,94,165,173,181,274
gene-LOC109631162|LOC109631162,274,182,368,89,162,747,690,372
gene-otc|otc,154,69,383,99,54,90,290,652
gene-gpr161|gpr161,55,21,22,33,36,17,10,22
gene-nxpe3|nxpe3,541,657,496,511,382,674,595,202
gene-LOC109631392|LOC109631392,350,281,303,150,469,262,271,269
gene-LOC109631485|LOC109631485,2450,2215,1815,1361,2860,2440,2364,2746
gene-ildr2|ildr2,352,265,355,140,406,396,453,434
gene-pou2f1|pou2f1,505,363,180,195,403,184,270,438
gene-LOC109631255|LOC109631255,0,6,13,2,0,0,9,17
gene-LOC109631360|LOC109631360,650,575,1187,2340,751,789,1065,1974
gene-LOC109631419|LOC109631419,112,72,90,64,95,104,99,121
gene-tfdp1|tfdp1,547,537,471,241,487,387,537,516
gene-LOC109631195|LOC109631195,0,12,13,23,0,0,0,28
gene-LOC109631164|LOC109631164,4,5,0,0,0,0,0,0
gene-st6gal2|st6gal2,16,27,15,15,13,21,23,35
gene-LOC109631165|LOC109631165,0,0,0,7,0,0,4,0
gene-uxs1|uxs1,286,316,449,237,381,302,352,450
gene-mylip|mylip,79,23,127,374,66,78,83,81
gene-atxn1|atxn1,762,654,503,363,477,868,979,703
gene-LOC109631516|LOC109631516,78,97,175,65,113,111,125,166
gene-LOC109631498|LOC109631498,18083,15287,35033,26362,27516,27361,25229,67658
gene-mrpl53|mrpl53,100,76,195,86,106,126,204,414
gene-pag1|pag1,120,134,92,56,173,135,116,75
gene-znf704|znf704,24,13,29,14,21,20,34,90
gene-tpd52|tpd52,311,293,302,282,318,321,350,351
gene-zbtb10|zbtb10,200,181,252,191,199,187,191,287
gene-hey1|hey1,83,22,57,48,54,54,52,68
gene-stmn2|stmn2,5,10,0,8,0,5,10,8
gene-LOC109631792|LOC109631792,14,20,31,19,20,17,26,12
gene-LOC109631687|LOC109631687,22,24,53,17,76,23,50,28
gene-acot13|acot13,114,55,164,41,123,72,126,124
gene-gmnn|gmnn,17,28,30,38,29,23,34,2
gene-cunh6orf62|cunh6orf62,2363,2754,3124,2406,2141,2149,1953,2133
gene-tdp2|tdp2,256,240,316,167,226,231,291,286
gene-tmem64|tmem64,2181,2096,2073,2214,1859,2009,2002,2115
gene-necab1|necab1,18,13,2,0,9,12,0,0
gene-tmem55a|tmem55a,415,268,218,198,231,242,211,158
gene-chrac1|chrac1,189,154,395,196,181,190,303,432
gene-gatad1|gatad1,110,86,181,131,153,96,138,269
gene-LOC109631650|LOC109631650,1149,900,1319,1214,948,903,1335,1904
gene-mterf3|mterf3,46,44,247,109,81,47,90,168
gene-ptdss1|ptdss1,70,70,166,134,84,57,113,128
gene-stmnd1|stmnd1,0,0,0,0,0,0,0,0
gene-nup153|nup153,672,662,689,592,744,659,706,896
gene-LOC109631509|LOC109631509,9,21,22,23,12,32,22,21
gene-cap2|cap2,28,38,21,28,42,27,17,21
gene-vps28|vps28,409,374,552,351,400,186,486,820
gene-mapk15|mapk15,33,58,46,118,87,39,61,51
gene-grina|grina,288,254,481,1807,227,205,292,326
gene-syce1|syce1,0,0,0,8,0,0,0,5
gene-fam83h|fam83h,77,78,53,143,92,73,86,134
gene-LOC109631668|LOC109631668,360,578,427,329,578,593,647,1166
gene-LOC109631791|LOC109631791,290,345,393,242,232,298,332,516
gene-snrpd1|snrpd1,314,189,616,302,441,260,361,702
gene-LOC109631635|LOC109631635,150,153,206,162,166,193,345,970
gene-LOC109631842|LOC109631842,145,105,179,106,139,116,130,151
gene-LOC109631790|LOC109631790,2033,1511,3241,1721,1988,1299,2012,5084
gene-LOC109631918|LOC109631918,536,519,1204,483,642,461,647,969
gene-LOC109631665|LOC109631665,0,0,3,0,0,0,0,8
gene-LOC109631813|LOC109631813,107,73,115,48,74,71,85,114
gene-LOC109631702|LOC109631702,0,0,3,0,0,7,0,9
gene-fam92a|fam92a,63,60,39,21,35,19,17,34
gene-triqk|triqk,704,707,842,413,1024,834,622,1542
gene-runx1t1|runx1t1,49,29,15,17,46,45,43,42
gene-lrrc69|lrrc69,5,0,5,0,0,0,0,6
gene-otud6b|otud6b,108,139,255,180,170,117,191,457
gene-LOC109631800|LOC109631800,1510,1548,1944,1602,1529,1416,1918,3494
gene-LOC109631807|LOC109631807,605,502,206,227,280,381,441,153
gene-sgo1|sgo1,5,0,12,0,15,0,14,0
gene-LOC109631810|LOC109631810,15,19,0,18,19,14,12,17
gene-LOC109631557|LOC109631557,11,14,4,6,8,0,8,5
gene-LOC109631829|LOC109631829,593,553,1396,1659,785,598,1061,2476
gene-tinagl1|tinagl1,418,686,1039,817,995,687,940,1218
gene-kcnq4|kcnq4,12,21,5,5,23,18,0,10
gene-nfyc|nfyc,1131,951,791,456,1065,1091,955,798
gene-LOC109631501|LOC109631501,90,118,251,108,127,150,214,360
gene-rprd1a|rprd1a,113,139,203,231,145,154,197,287
gene-LOC109631493|LOC109631493,77,108,112,23,112,104,111,90
gene-fkbp9|fkbp9,52,53,371,118,134,84,68,163
gene-clasp2|clasp2,828,669,695,461,664,656,672,738
gene-LOC109631560|LOC109631560,1106,884,1130,629,910,803,794,1062
gene-pdcd6ip|pdcd6ip,1117,994,1412,594,1103,764,898,1160
gene-LOC109631562|LOC109631562,7,9,20,38,0,13,0,18
gene-cyhr1|cyhr1,769,650,535,439,479,579,730,793
gene-LOC109631563|LOC109631563,5,5,24,8,19,14,0,5
gene-LOC109631869|LOC109631869,31743,23428,23874,22234,20105,21580,27345,36416
gene-zcchc17|zcchc17,297,169,159,102,235,189,127,113
gene-snrnp40|snrnp40,374,336,380,250,371,279,287,323
gene-nkain1|nkain1,135,141,136,91,225,122,114,53
gene-pum1|pum1,949,697,937,556,967,599,688,725
gene-sdc3|sdc3,566,787,833,520,813,631,581,444
gene-LOC109631914|LOC109631914,178,171,455,211,257,151,482,418
gene-LOC109631564|LOC109631564,156,143,430,91,232,119,270,213
gene-ahdc1|ahdc1,15,26,22,15,19,24,26,18
gene-LOC109631565|LOC109631565,28,36,23,4,19,0,13,18
gene-wasf2|wasf2,1193,972,1342,709,1390,848,1002,1433
gene-LOC109631659|LOC109631659,2,0,0,0,0,0,5,0
gene-sytl1|sytl1,141,113,118,103,97,73,82,136
gene-LOC109631566|LOC109631566,14,6,0,0,0,0,0,0
gene-rbm48|rbm48,19,18,24,16,15,23,25,27
gene-pex1|pex1,220,187,192,94,197,184,230,297
gene-LOC109631816|LOC109631816,985,1251,829,485,720,647,776,971
gene-rp9|rp9,168,118,170,85,175,231,239,283
gene-cunh18orf21|cunh18orf21,53,49,116,47,73,41,54,100
gene-LOC109631845|LOC109631845,39,42,141,35,71,38,51,124
gene-galnt12|galnt12,77,111,223,65,210,117,161,235
gene-elp2|elp2,123,162,148,102,195,115,160,173
gene-LOC109631859|LOC109631859,0,0,0,0,3,11,0,0
gene-ctnnal1|ctnnal1,1118,1006,1017,601,693,882,928,1101
gene-fam206a|fam206a,37,34,47,28,40,43,31,59
gene-sla|sla,79,81,152,66,218,114,173,151
gene-LOC109631660|LOC109631660,0,0,9,0,0,0,0,0
gene-wisp1|wisp1,225,395,523,316,340,349,269,576
gene-ndrg1|ndrg1,13627,13960,13881,9418,8780,11239,11461,9885
gene-LOC109631741|LOC109631741,1550,1461,2220,1156,1770,1413,2056,2419
gene-LOC109631849|LOC109631849,109,93,72,40,131,95,97,80
gene-LOC109631503|LOC109631503,5,9,7,0,18,11,16,10
gene-mrpl3|mrpl3,368,247,408,382,507,292,386,823
gene-LOC109631721|LOC109631721,9,8,10,9,5,0,8,5
gene-LOC109631717|LOC109631717,944,748,535,437,678,784,638,499
gene-aste1|aste1,676,520,393,276,545,444,420,430
gene-klhl7|klhl7,109,139,92,56,103,103,129,76
gene-fam126a|fam126a,238,159,263,106,231,156,178,224
gene-tomm7|tomm7,402,310,467,236,481,293,380,468
gene-LOC109631832|LOC109631832,125,181,286,59,180,105,150,261
gene-LOC109631570|LOC109631570,170724,224772,124673,239193,134810,123424,115617,70085
gene-cdca7l|cdca7l,16,0,14,0,0,3,8,0
gene-sp4|sp4,97,39,30,36,81,43,52,79
gene-LOC109631508|LOC109631508,3,0,0,0,0,0,0,0
gene-itgb8|itgb8,17,28,8,0,10,32,22,5
gene-LOC109631852|LOC109631852,208,173,166,74,174,166,156,152
gene-twistnb|twistnb,2691,1988,1612,2076,2614,2874,2386,1429
gene-twist1|twist1,10,0,10,0,13,9,12,0
gene-gpatch1|gpatch1,363,243,247,135,307,277,308,386
gene-LOC109631871|LOC109631871,64,69,106,73,91,46,77,119
gene-LOC109631571|LOC109631571,3962,3097,4714,2449,3736,4346,5018,7428
gene-LOC109631863|LOC109631863,242,180,229,137,214,192,192,227
gene-LOC109631872|LOC109631872,457,729,7896,579,5495,689,2282,1692
gene-fam133b|fam133b,269,165,297,112,251,190,284,309
gene-cdk6|cdk6,16,15,16,8,33,32,18,19
gene-hepacam2|hepacam2,44,72,138,73,66,107,27,20
gene-vps50|vps50,286,338,518,308,301,332,470,482
gene-LOC109631891|LOC109631891,0,0,0,0,0,0,0,0
gene-calcr|calcr,0,10,0,0,8,0,0,0
gene-tfpi2|tfpi2,44,80,245,106,148,95,116,46
gene-LOC109631880|LOC109631880,1720,1319,1780,1238,1533,1478,1585,1258
gene-bet1|bet1,782,508,2666,715,1614,721,959,2610
gene-LOC109631737|LOC109631737,0,0,0,0,0,0,0,0
gene-col1a2|col1a2,1000,2117,1710,2296,1386,1333,1460,1361
gene-sgce|sgce,120,116,113,93,151,81,110,59
gene-casd1|casd1,185,132,93,53,117,146,137,78
gene-ppp1r9a|ppp1r9a,118,132,130,121,179,95,82,29
gene-pdk4|pdk4,1437,1210,1428,984,1033,1358,1173,1349
gene-dync1i1|dync1i1,0,0,0,0,0,0,0,0
gene-LOC109631652|LOC109631652,278,279,534,323,402,233,213,193
gene-dlx5|dlx5,0,0,0,0,0,0,0,0
gene-LOC109631722|LOC109631722,397,252,398,225,344,368,345,650
gene-LOC109631577|LOC109631577,20,9,0,11,10,7,0,0
gene-fam221a|fam221a,0,0,0,0,0,0,0,2
gene-ccdc126|ccdc126,206,165,253,163,271,234,291,297
gene-tra2a|tra2a,695,534,630,242,572,497,470,713
gene-LOC109631916|LOC109631916,42,22,28,17,48,38,42,52
gene-LOC109631744|LOC109631744,0,0,0,0,0,0,0,0
gene-tbc1d5|tbc1d5,593,526,705,307,573,561,698,625
gene-LOC109631578|LOC109631578,145,79,96,25,110,105,90,92
gene-dnah3|dnah3,37,10,0,0,3,29,0,0
gene-dazl|dazl,15,0,0,5,0,0,10,0
gene-LOC109631579|LOC109631579,280,417,258,166,117,219,250,331
gene-LOC109631893|LOC109631893,64,54,147,50,75,67,49,137
gene-LOC109631892|LOC109631892,0,0,0,0,0,0,0,10
gene-LOC109631651|LOC109631651,0,8,8,4,11,0,8,0
gene-LOC109631734|LOC109631734,120,110,175,62,224,103,116,132
gene-cbx3|cbx3,1185,957,1156,806,1244,923,869,722
gene-LOC109631631|LOC109631631,0,0,0,0,0,0,2,0
gene-LOC109631632|LOC109631632,0,0,0,0,0,0,0,0
gene-hoxa1|hoxa1,0,0,0,0,0,0,0,0
gene-hoxa3|hoxa3,32,22,34,12,32,45,34,35
gene-hoxa2|hoxa2,29,17,15,8,29,37,27,55
gene-LOC109631629|LOC109631629,32,24,56,15,59,42,35,66
gene-hoxa5|hoxa5,41,16,19,19,21,29,39,24
gene-LOC109631740|LOC109631740,725,770,888,415,622,945,1503,2103
gene-LOC109631738|LOC109631738,47,62,123,56,84,49,74,89
gene-LOC109631581|LOC109631581,399,249,118,159,169,268,239,158
gene-LOC109631674|LOC109631674,7,0,19,98,3,4,0,10
gene-tril|tril,12,12,5,3,18,7,5,0
gene-LOC109631865|LOC109631865,417,311,431,238,495,301,341,716
gene-LOC109631582|LOC109631582,35,21,27,36,27,24,36,23
gene-nupl2|nupl2,266,176,136,142,230,188,157,171
gene-LOC109631550|LOC109631550,29,21,21,12,35,34,20,15
gene-trappc3|trappc3,734,562,779,550,639,639,712,882
gene-col8a2|col8a2,12,13,13,16,29,22,12,16
gene-LOC109631694|LOC109631694,1279,1134,1998,4535,1455,942,1214,2041
gene-col16a1|col16a1,133,246,179,180,140,172,115,55
gene-LOC109631693|LOC109631693,7,0,11,0,0,0,10,0
gene-LOC109631692|LOC109631692,5,0,31,6,15,5,18,12
gene-LOC109631700|LOC109631700,0,0,0,0,0,0,0,0
gene-LOC109631585|LOC109631585,0,0,0,0,0,0,0,0
gene-LOC109631586|LOC109631586,0,0,0,0,0,0,0,0
gene-pef1|pef1,663,543,685,355,687,471,688,624
gene-smim12|smim12,67,41,199,34,96,45,93,85
gene-LOC109631545|LOC109631545,200,130,210,163,258,148,198,248
gene-LOC109631587|LOC109631587,12,19,29,8,11,12,23,32
gene-zbtb8b|zbtb8b,100,81,355,84,143,143,227,618
gene-LOC109631873|LOC109631873,29536,23789,21858,18785,19466,20723,21545,18724
gene-LOC109631874|LOC109631874,41,26,17,16,55,22,7,8
gene-LOC109631500|LOC109631500,12655,12225,6682,8830,3867,2914,3576,2096
gene-LOC109631755|LOC109631755,442,377,330,314,515,490,596,686
gene-LOC109631753|LOC109631753,8,4,0,0,0,7,12,4
gene-LOC109631752|LOC109631752,0,0,0,5,0,0,7,35
gene-LOC109631588|LOC109631588,5,5,0,0,3,0,0,0
gene-tert|tert,107,92,86,71,90,77,115,90
gene-LOC109631776|LOC109631776,42,64,71,128,83,54,69,61
gene-rbbp4|rbbp4,474,415,744,420,443,424,591,1086
gene-LOC109631801|LOC109631801,253,224,99,80,163,131,103,9
gene-kiaa1522|kiaa1522,212,167,104,61,104,164,143,117
gene-yars|yars,373,295,2396,638,611,556,1798,6779
gene-LOC109631642|LOC109631642,60,56,70,22,52,47,53,146
gene-mfsd2a|mfsd2a,676,986,266,350,456,353,292,331
gene-LOC109631831|LOC109631831,112,43,34,12,67,101,68,55
gene-trit1|trit1,36,61,65,31,29,40,39,78
gene-LOC109631899|LOC109631899,99,70,66,15,145,50,52,42
gene-txnl4a|txnl4a,143,157,411,180,195,159,269,373
gene-LOC109631512|LOC109631512,1259,958,757,1290,887,816,908,1070
gene-mturn|mturn,13,25,9,17,12,14,17,12
gene-LOC109631818|LOC109631818,53,44,31,60,53,41,71,74
gene-LOC109631747|LOC109631747,2089,2689,2950,2023,1976,1663,2502,1623
gene-LOC109631748|LOC109631748,84,85,112,89,101,111,46,20
gene-LOC109631746|LOC109631746,8,0,0,19,0,0,0,0
gene-trim71|trim71,314,223,281,175,368,357,423,454
gene-topaz1|topaz1,0,0,0,0,0,0,0,0
gene-LOC109631636|LOC109631636,7,12,0,0,0,0,0,10
gene-LOC109631494|LOC109631494,375,735,479,925,160,290,506,786
gene-rpl14|rpl14,19183,14834,15844,19754,15533,15402,17268,20449
gene-LOC109631589|LOC109631589,136,127,155,174,101,152,160,189
gene-LOC109631798|LOC109631798,3578,3235,2370,321,2679,2494,2163,2294
gene-LOC109631773|LOC109631773,226,230,321,233,207,263,316,261
gene-cunh5orf49|cunh5orf49,0,0,0,0,0,0,0,0
gene-adcy2|adcy2,252,193,201,74,138,272,255,186
gene-papd7|papd7,31,27,48,31,24,24,26,50
gene-srd5a1|srd5a1,85,93,176,82,96,131,177,161
gene-nsun2|nsun2,261,286,446,208,307,205,210,291
gene-ube2ql1|ube2ql1,17,7,19,16,33,24,61,52
gene-med10|med10,206,215,519,223,283,195,229,464
gene-LOC109631688|LOC109631688,3,0,0,0,0,0,0,0
gene-ndufs6|ndufs6,200,171,309,157,206,170,214,528
gene-LOC109631592|LOC109631592,148,164,177,200,172,181,196,326
gene-LOC109631902|LOC109631902,9,0,5,6,0,3,0,0
gene-LOC109631749|LOC109631749,72,54,120,104,52,89,94,171
gene-LOC109631750|LOC109631750,229,204,216,201,157,194,175,94
gene-srfbp1|srfbp1,78,45,145,80,75,44,83,153
gene-LOC109631758|LOC109631758,329,255,205,158,266,304,354,311
gene-LOC109631538|LOC109631538,91,78,65,36,65,42,88,72
gene-LOC109631898|LOC109631898,79,92,243,51,85,72,132,100
gene-LOC109631851|LOC109631851,106,85,265,66,178,96,99,179
gene-eif3i|eif3i,13447,10733,11460,11847,11252,12635,13848,12146
gene-txlna|txlna,340,259,373,195,297,296,316,332
gene-kpna6|kpna6,821,663,1336,2681,673,744,934,1539
gene-LOC109631910|LOC109631910,276,205,166,97,204,149,98,51
gene-LOC109631671|LOC109631671,3,0,0,0,0,5,0,0
gene-LOC109631783|LOC109631783,2082,2198,1541,1888,1103,1488,1213,880
gene-LOC109631784|LOC109631784,14,20,33,18,35,16,20,17
gene-LOC109631524|LOC109631524,0,0,0,0,5,0,3,0
gene-LOC109631513|LOC109631513,5,7,0,8,0,0,0,0
gene-LOC109631821|LOC109631821,25,21,87,25,45,32,45,92
gene-pqlc1|pqlc1,63,103,286,66,97,90,111,175
gene-LOC109631553|LOC109631553,0,0,0,0,5,2,5,0
gene-ctdp1|ctdp1,207,153,142,115,134,164,176,197
gene-cpsf1|cpsf1,154,138,179,79,260,122,169,219
gene-adck5|adck5,501,369,381,217,373,457,470,624
gene-parp10|parp10,336,280,434,146,385,353,343,387
gene-st3gal1|st3gal1,184,290,228,138,296,207,160,214
gene-kcnk9|kcnk9,5,8,0,0,0,11,0,0
gene-trappc9|trappc9,172,227,332,241,193,148,202,181
gene-LOC109631840|LOC109631840,1396,1363,1956,848,1509,1563,2064,2870
gene-LOC109631894|LOC109631894,19,37,228,9,76,19,34,32
gene-LOC109631499|LOC109631499,35,31,32,18,42,7,15,10
gene-LOC109631862|LOC109631862,385,426,500,225,317,359,503,457
gene-LOC109631616|LOC109631616,55,62,47,26,43,39,58,93
gene-LOC109631606|LOC109631606,106,107,73,37,92,102,138,141
gene-nudc|nudc,661,563,1437,1137,1057,678,1071,1345
gene-LOC109631614|LOC109631614,1328,1455,1883,871,1174,871,1305,1215
gene-LOC109631612|LOC109631612,269,263,488,176,372,326,459,596
gene-LOC109631608|LOC109631608,20,16,17,8,18,0,39,0
gene-LOC109631610|LOC109631610,0,20,15,12,5,12,17,15
gene-LOC109631605|LOC109631605,1769,1576,1492,1273,1478,1522,1283,1247
gene-LOC109631615|LOC109631615,117,219,108,53,52,73,72,51
gene-LOC109631604|LOC109631604,0,0,0,0,0,0,5,0
gene-LOC109631879|LOC109631879,1639,1887,1904,1760,2025,2051,1634,1610
gene-pkib|pkib,0,8,12,10,0,7,0,15
gene-LOC109631520|LOC109631520,0,0,0,0,0,0,0,0
gene-LOC109631597|LOC109631597,74,45,99,53,54,47,47,87
gene-LOC109631827|LOC109631827,114,82,240,130,307,129,161,506
gene-LOC109631764|LOC109631764,4253,2866,5234,2186,4307,6421,5378,5292
gene-LOC109631680|LOC109631680,0,0,0,7,7,5,0,10
gene-pdik1l|pdik1l,160,174,192,105,192,185,197,312
gene-sf3a3|sf3a3,391,219,407,189,594,231,276,296
gene-LOC109631885|LOC109631885,102,88,215,95,113,80,215,125
gene-LOC109631847|LOC109631847,219,134,204,68,130,114,150,134
gene-nkiras1|nkiras1,84,78,95,72,74,56,84,121
gene-nr1d2|nr1d2,225,155,341,268,205,308,388,231
gene-thrb|thrb,1068,1090,850,639,751,991,1073,787
gene-rarb|rarb,0,0,0,0,0,0,0,0
gene-top2b|top2b,203,186,268,90,259,226,263,261
gene-oxsm|oxsm,36,47,84,36,24,27,45,65
gene-ngly1|ngly1,195,229,304,138,196,134,214,248
gene-LOC109631795|LOC109631795,986,1011,841,747,1105,790,769,871
gene-eepd1|eepd1,2096,1663,1319,1510,1711,1586,1443,1314
gene-LOC109631677|LOC109631677,5,0,0,0,0,0,0,6
gene-LOC109631868|LOC109631868,362,496,481,355,331,391,530,890
gene-scin|scin,0,16,34,8,15,15,23,17
gene-LOC109631661|LOC109631661,6,11,17,5,10,8,18,15
gene-LOC109631877|LOC109631877,657,605,1028,1729,650,608,766,1010
gene-phf14|phf14,142,149,141,91,154,131,132,77
gene-glcci1|glcci1,533,459,296,261,516,418,365,269
gene-umad1|umad1,433,432,630,248,556,378,555,812
gene-rpa3|rpa3,285,209,260,220,214,211,230,438
gene-c1galt1|c1galt1,3,3,10,0,0,5,0,8
gene-sdhaf3|sdhaf3,108,111,141,56,106,91,129,157
gene-asns|asns,41,64,633,12,49,26,337,162
gene-anln|anln,27,20,72,0,31,19,52,14
gene-kiaa0895|kiaa0895,5,0,10,7,0,0,19,0
gene-LOC109631492|LOC109631492,329,248,329,216,315,219,284,364
gene-LOC109631602|LOC109631602,27,18,9,17,18,15,17,10
gene-LOC109631555|LOC109631555,40,55,36,21,47,56,25,61
gene-trnau1ap|trnau1ap,514,413,493,275,601,381,458,596
gene-LOC109631787|LOC109631787,237,203,322,83,346,182,216,276
gene-LOC109631788|LOC109631788,205,286,229,288,281,304,427,250
gene-cunh6orf47|cunh6orf47,153,180,287,214,174,127,272,350
gene-ppp1r11|ppp1r11,196,257,218,120,210,226,228,244
gene-vars2|vars2,176,132,195,81,211,154,172,210
gene-LOC109631726|LOC109631726,1111,998,2113,415,1570,1605,1762,1734
gene-LOC109631711|LOC109631711,9,21,16,22,17,13,17,11
gene-znrd1|znrd1,115,113,242,285,134,123,168,297
gene-LOC109631960|LOC109631960,213,173,243,74,255,247,241,274
gene-kiaa1143|kiaa1143,464,345,615,289,492,282,326,377
gene-LOC109632240|LOC109632240,250,171,189,177,232,179,165,164
gene-LOC109631924|LOC109631924,168,115,100,48,134,71,59,92
gene-ldlrad4|ldlrad4,235,256,193,78,159,230,231,126
gene-LOC109632008|LOC109632008,7,8,15,4,4,3,4,12
gene-LOC109632119|LOC109632119,0,0,0,0,0,0,0,0
gene-cep192|cep192,239,280,285,150,231,236,282,318
gene-seh1l|seh1l,279,194,197,67,251,286,237,212
gene-LOC109632192|LOC109632192,382,336,376,229,468,313,385,326
gene-cep76|cep76,11,24,26,0,21,5,13,0
gene-LOC109631923|LOC109631923,297,141,135,98,209,204,381,204
gene-LOC109632195|LOC109632195,438,476,405,272,334,379,521,461
gene-LOC109632260|LOC109632260,0,0,0,0,2,0,0,0
gene-tbc1d31|tbc1d31,51,47,48,41,56,43,53,126
gene-LOC109632163|LOC109632163,1947,1735,3379,1977,2819,1835,2037,2996
gene-LOC109632165|LOC109632165,34558,28245,29395,24174,33208,29406,31386,31363
gene-rnf19a|rnf19a,602,328,473,205,478,342,449,581
gene-spag1|spag1,446,343,338,176,262,299,297,247
gene-osr2|osr2,0,0,0,0,0,0,0,0
gene-rgs22|rgs22,10,25,19,0,38,14,30,47
gene-vps13b|vps13b,394,623,518,507,484,533,459,476
gene-LOC109632130|LOC109632130,30,41,34,20,27,29,20,12
gene-nipal2|nipal2,28,21,21,0,25,24,18,16
gene-LOC109632017|LOC109632017,5,11,12,10,16,5,6,4
gene-pop1|pop1,42,70,155,26,117,52,45,80
gene-LOC109632055|LOC109632055,80,74,84,73,104,73,96,149
gene-LOC109632062|LOC109632062,395,336,416,286,340,300,422,714
gene-matn2|matn2,4,5,16,0,0,6,5,0
gene-laptm4b|laptm4b,8,5,10,8,9,5,10,5
gene-LOC109632056|LOC109632056,2409,2374,3842,2512,3122,3426,4282,10169
gene-ubr5|ubr5,1105,1114,2361,799,1411,1231,1598,1898
gene-LOC109632057|LOC109632057,139,109,412,134,183,165,340,297
gene-azin1|azin1,603,523,882,280,713,599,947,1393
gene-atp6v1c1|atp6v1c1,527,433,1025,393,551,495,592,672
gene-LOC109632053|LOC109632053,0,0,5,0,5,9,5,4
gene-LOC109632060|LOC109632060,8,0,14,0,0,5,10,7
gene-rnf144b|rnf144b,847,667,790,138,549,1283,1899,1149
gene-LOC109632082|LOC109632082,619,579,447,347,431,472,628,401
gene-sqle|sqle,593,157,1147,834,203,386,1126,827
gene-oxr1|oxr1,1020,965,847,447,834,1020,1122,925
gene-LOC109631958|LOC109631958,91,82,199,95,128,96,96,92
gene-zfpm2|zfpm2,36,35,30,31,41,54,39,26
gene-LOC109632236|LOC109632236,5,0,0,0,0,0,0,10
gene-dpys|dpys,10491,7973,11724,6058,8845,8470,9604,12501
gene-rims2|rims2,7,12,5,9,5,14,0,0
gene-dcaf13|dcaf13,1091,856,764,669,1009,813,777,804
gene-slc25a32|slc25a32,68,77,126,131,85,73,80,119
gene-fzd6|fzd6,350,365,282,243,361,283,314,307
gene-mms22l|mms22l,19,0,29,9,18,10,0,8
gene-LOC109632018|LOC109632018,15,21,0,0,0,21,14,0
gene-fbxl4|fbxl4,234,316,344,248,290,320,454,552
gene-faxc|faxc,0,3,3,0,5,0,0,0
gene-coq3|coq3,205,157,155,138,132,152,111,93
gene-pnisr|pnisr,1290,930,878,366,995,1083,900,659
gene-usp45|usp45,659,718,672,380,824,445,418,699
gene-tstd3|tstd3,1114,959,1373,1004,1030,1014,1097,2315
gene-me1|me1,15,12,56,0,25,13,20,0
gene-prss35|prss35,22,14,17,30,15,35,16,10
gene-dopey1|dopey1,343,291,388,153,322,248,286,305
gene-ube3d|ube3d,52,64,98,42,76,34,62,63
gene-tpbg|tpbg,46,33,295,36,59,58,84,155
gene-ibtk|ibtk,1745,1209,1370,723,1040,1538,1002,886
gene-LOC109631967|LOC109631967,36,30,22,11,59,23,19,17
gene-LOC109632020|LOC109632020,8,5,5,7,9,11,11,5
gene-bckdhb|bckdhb,433,355,406,290,353,314,325,540
gene-ttk|ttk,0,17,38,5,16,0,33,14
gene-ebag9|ebag9,578,516,646,329,654,519,613,901
gene-gdf6|gdf6,580,522,401,198,417,470,385,229
gene-LOC109632090|LOC109632090,140,99,193,66,137,120,152,234
gene-LOC109632022|LOC109632022,9,3,0,0,0,0,0,0
gene-emc2|emc2,427,355,484,280,532,254,338,334
gene-LOC109632257|LOC109632257,16611,13849,14254,15030,15859,15579,16835,16694
gene-LOC109632102|LOC109632102,55598,37121,742016,123176,711348,80624,414667,385652
gene-LOC109632007|LOC109632007,0,0,0,0,0,0,5,24
gene-LOC109632133|LOC109632133,682,951,1832,845,1692,1293,1710,1949
gene-LOC109632134|LOC109632134,0,0,30,38,0,11,5,7
gene-LOC109632258|LOC109632258,202,117,160,113,234,101,78,128
gene-nfatc1|nfatc1,15,17,23,17,15,21,0,24
gene-sall3|sall3,19,23,17,0,0,11,12,7
gene-depdc1b|depdc1b,351,433,575,602,335,259,515,443
gene-galr1|galr1,108,82,73,55,87,156,298,303
gene-LOC109632071|LOC109632071,0,1,13,5,0,6,25,36
gene-LOC109632023|LOC109632023,24,13,12,7,7,21,17,0
gene-znf236|znf236,78,91,67,61,78,87,86,156
gene-LOC109632025|LOC109632025,0,0,8,4,6,0,16,16
gene-znf516|znf516,94,54,102,85,71,99,82,76
gene-LOC109632065|LOC109632065,337,209,241,251,265,294,254,196
gene-LOC109632067|LOC109632067,89,55,58,36,54,55,82,88
gene-LOC109631971|LOC109631971,93,82,153,94,95,91,95,82
gene-LOC109632143|LOC109632143,2464,1949,1476,1099,1821,1570,1132,924
gene-derl1|derl1,1997,1579,3208,1848,2400,1956,2174,4259
gene-LOC109632026|LOC109632026,10,6,12,8,10,8,9,6
gene-zhx1|zhx1,169,218,189,271,177,121,152,201
gene-atad2|atad2,253,232,164,154,285,203,136,134
gene-psma2|psma2,1019,596,1764,703,1223,823,821,1105
gene-mrpl32|mrpl32,179,142,215,138,149,146,198,355
gene-LOC109632150|LOC109632150,0,0,0,0,0,0,0,0
gene-ccdc127|ccdc127,163,94,175,63,136,195,198,241
gene-sdha|sdha,780,811,1307,836,980,1071,1202,1714
gene-LOC109631930|LOC109631930,5587,4769,7568,3564,6236,5237,7664,10027
