gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392,SRR13308393,SRR13308394,SRR13308395
gene-LOC109633196|LOC109633196,14,17,16,0,12,8,0,0
gene-LOC109627905|LOC109627905,583,533,644,349,573,471,634,678
gene-gpatch2l|gpatch2l,207,171,148,90,139,188,193,129
gene-ift43|ift43,28,23,16,0,19,0,23,12
gene-ttll5|ttll5,150,177,160,104,97,82,68,102
gene-tgfb3|tgfb3,283,236,200,292,339,274,144,89
gene-flvcr2|flvcr2,248,302,248,69,192,200,214,206
gene-cunh14orf1|cunh14orf1,525,257,678,287,374,240,305,258
gene-LOC109627906|LOC109627906,19,12,11,0,13,9,37,11
gene-LOC109627836|LOC109627836,10,8,10,23,9,21,37,48
gene-mlh3|mlh3,205,117,147,82,173,124,174,295
gene-acyp1|acyp1,63,38,30,185,37,32,36,44
gene-LOC109628115|LOC109628115,0,0,0,0,0,0,0,0
gene-nek9|nek9,431,559,686,672,529,446,542,679
gene-LOC109628116|LOC109628116,723,736,1137,789,922,698,669,422
gene-LOC109628243|LOC109628243,101,105,193,38,275,94,169,314
gene-LOC109628240|LOC109628240,58,87,270,36,265,92,144,157
gene-LOC109628242|LOC109628242,4162,4017,4074,2971,3974,4042,4497,3525
gene-LOC109628241|LOC109628241,5564,5153,7342,5421,7436,8929,11811,13421
gene-ttc8|ttc8,38,31,66,31,28,23,16,20
gene-LOC109627907|LOC109627907,58,64,62,61,33,68,48,49
gene-isca2|isca2,234,250,442,298,150,186,266,647
gene-npc2|npc2,3470,2500,4418,3299,3527,3205,4581,6061
gene-atg2b|atg2b,994,979,833,687,738,967,1328,1594
gene-LOC109628042|LOC109628042,0,0,0,0,0,0,0,0
gene-noxred1|noxred1,8,12,6,9,0,4,12,25
gene-LOC109628035|LOC109628035,0,9,9,5,0,0,0,0
gene-gskip|gskip,321,235,544,700,329,306,402,1240
gene-tmed8|tmed8,373,392,724,426,573,393,454,620
gene-ngb|ngb,13,10,14,0,0,17,33,50
gene-coq6|coq6,474,535,446,380,402,353,404,613
gene-fam161b|fam161b,10,9,22,7,8,23,15,76
gene-zdhhc22|zdhhc22,0,0,0,0,0,0,0,0
gene-LOC109627811|LOC109627811,102,128,113,40,100,83,102,165
gene-LOC109627986|LOC109627986,7,8,20,16,7,8,13,9
gene-ap5m1|ap5m1,99,74,233,35,90,58,128,169
gene-exoc5|exoc5,278,208,326,74,301,240,286,366
gene-tmem260|tmem260,0,6,12,11,0,13,7,10
gene-LOC109628105|LOC109628105,324,298,260,214,288,260,311,377
gene-ktn1|ktn1,745,844,1781,1080,1180,839,890,1213
gene-LOC109627908|LOC109627908,9,0,0,0,0,0,0,0
gene-msh4|msh4,0,8,0,7,0,0,9,5
gene-vcpkmt|vcpkmt,58,39,60,52,41,46,55,31
gene-LOC109628138|LOC109628138,2934,2490,2619,2175,2992,3402,3201,3599
gene-aspg|aspg,383,234,586,889,621,421,488,606
gene-kif26a|kif26a,107,82,94,23,109,139,110,125
gene-cunh14orf180|cunh14orf180,738,1332,1592,916,624,1471,1810,2302
gene-ubr1|ubr1,1070,1119,1294,600,963,890,1048,1155
gene-LOC109627938|LOC109627938,353,230,371,186,291,289,306,390
gene-LOC109627936|LOC109627936,17710,16388,17992,12648,18865,16147,14512,12223
gene-ddx24|ddx24,299,261,267,149,349,186,224,375
gene-otub2|otub2,83,89,87,56,94,75,130,158
gene-asb2|asb2,16,17,14,0,17,7,7,13
gene-fam181a|fam181a,1,0,0,0,0,1,0,0
gene-unc79|unc79,0,0,0,0,0,0,0,0
gene-btbd7|btbd7,576,426,630,510,527,616,626,694
gene-LOC109628070|LOC109628070,19,16,22,10,11,19,40,25
gene-itpk1|itpk1,88,92,116,77,100,87,98,138
gene-plk4|plk4,24,14,14,6,17,11,14,12
gene-chmp3|chmp3,405,308,659,430,528,345,382,683
gene-LOC109627817|LOC109627817,9,14,56,37,20,24,43,55
gene-mrpl35|mrpl35,106,63,116,72,112,93,123,186
gene-LOC109627812|LOC109627812,25,19,91,30,29,21,26,23
gene-zfyve28|zfyve28,504,467,304,212,370,294,298,332
gene-LOC109627763|LOC109627763,45,60,39,26,39,45,43,30
gene-tacc3|tacc3,54,42,106,47,42,58,77,65
gene-kif15|kif15,12,11,22,0,25,0,23,13
gene-tdrd9|tdrd9,0,0,8,0,0,0,0,0
gene-rd3l|rd3l,4,5,0,0,0,0,0,0
gene-LOC109627815|LOC109627815,0,0,0,0,0,0,0,0
gene-rtn1|rtn1,6045,5819,4426,5524,6164,6695,5773,3961
gene-dhrs7|dhrs7,388,546,409,329,343,398,343,439
gene-pcnx4|pcnx4,147,151,152,59,155,152,151,150
gene-ppm1a|ppm1a,1031,845,1161,393,1039,1031,1157,1555
gene-six6|six6,0,0,4,19,0,0,0,8
gene-mnat1|mnat1,79,50,54,22,41,43,51,57
gene-six1|six1,0,9,0,0,0,0,7,5
gene-six4|six4,0,0,3,5,0,0,0,0
gene-trmt5|trmt5,77,71,115,52,83,50,78,118
gene-LOC109627914|LOC109627914,15,10,14,0,7,0,13,0
gene-LOC109627915|LOC109627915,27,25,38,29,22,22,12,20
gene-prkch|prkch,364,351,379,662,358,391,392,584
gene-hif1a|hif1a,823,777,1322,979,897,695,956,1092
gene-LOC109628063|LOC109628063,644,500,1035,468,521,318,441,555
gene-mis18bp1|mis18bp1,3,0,15,5,0,5,16,0
gene-tpp1|tpp1,572,617,1202,612,664,450,630,471
gene-LOC109628109|LOC109628109,734,665,900,620,634,584,868,1079
gene-degs2|degs2,0,0,0,0,0,0,5,0
gene-LOC109628139|LOC109628139,22,37,28,28,40,34,28,22
gene-eml1|eml1,87,84,64,44,85,73,80,91
gene-pkdcc|pkdcc,30,75,64,52,41,53,44,54
gene-disp2|disp2,4,7,0,0,4,17,59,5
gene-rpusd2|rpusd2,94,85,193,139,110,47,92,99
gene-LOC109628103|LOC109628103,580,470,496,439,449,313,333,478
gene-cunh15orf57|cunh15orf57,425,300,380,180,406,318,368,513
gene-bahd1|bahd1,332,351,356,170,431,248,317,385
gene-ivd|ivd,564,513,1015,435,682,587,818,1164
gene-itpka|itpka,698,603,547,457,297,281,296,164
gene-LOC109628229|LOC109628229,59,61,64,50,32,84,29,34
gene-rpap1|rpap1,253,196,294,133,284,258,342,394
gene-LOC109628134|LOC109628134,0,0,3,0,6,0,0,0
gene-grhl1|grhl1,76,60,82,23,95,116,129,75
gene-ywhaq|ywhaq,3252,2832,3239,2599,3135,2676,2931,3682
gene-LOC109628009|LOC109628009,244,295,367,169,411,353,416,407
gene-iah1|iah1,126,115,102,50,184,70,77,88
gene-LOC109628013|LOC109628013,67,78,107,37,78,62,61,141
gene-cpsf3|cpsf3,0,0,19,9,0,0,0,0
gene-itgb1bp1|itgb1bp1,86,89,133,54,116,76,65,208
gene-asap2|asap2,204,189,145,141,270,234,187,176
gene-mboat2|mboat2,116,123,433,166,161,154,180,228
gene-kidins220|kidins220,248,324,288,195,279,293,373,371
gene-LOC109627802|LOC109627802,10,0,21,6,4,6,4,7
gene-id2|id2,391,347,344,346,431,322,353,593
gene-rnf144a|rnf144a,833,1049,847,296,596,1337,1740,1328
gene-sox11|sox11,8,12,10,5,12,9,11,8
gene-colec11|colec11,390,378,307,302,397,329,270,311
gene-myo6|myo6,39,21,52,0,36,58,132,174
gene-impg1|impg1,9,13,16,0,10,0,13,9
gene-snx14|snx14,334,229,399,234,314,409,715,513
gene-LOC109628067|LOC109628067,1195,1043,2169,1153,1884,994,1139,1445
gene-cga|cga,0,0,0,0,0,0,0,0
gene-znf292|znf292,169,172,148,81,170,167,160,81
gene-orc3|orc3,36,31,115,29,53,17,45,29
gene-akirin2|akirin2,442,385,338,216,377,354,471,649
gene-LOC109628215|LOC109628215,4,8,3,9,4,4,19,16
gene-pm20d2|pm20d2,54,49,80,57,66,86,130,211
gene-stac|stac,147,124,105,85,138,139,103,99
gene-mtfr1l|mtfr1l,169,129,188,130,146,181,185,338
gene-LOC109628083|LOC109628083,82,83,91,45,36,94,94,33
gene-selenon|selenon,81,58,113,68,66,83,90,125
gene-znf593|znf593,964,850,850,777,1043,966,882,840
gene-rlf|rlf,287,295,374,210,321,383,328,229
gene-zmpste24|zmpste24,302,313,645,287,578,375,357,411
gene-LOC109627958|LOC109627958,829,602,1076,598,665,394,420,201
gene-rpl13a|rpl13a,47244,39520,41088,49179,43177,39663,45256,47643
gene-LOC109627957|LOC109627957,0,0,0,0,0,6,0,5
gene-ppp2r5c|ppp2r5c,588,529,804,490,514,640,712,673
gene-dlk1|dlk1,0,0,0,0,0,0,0,0
gene-wdr25|wdr25,43,54,221,52,72,39,84,134
gene-wars|wars,233,173,1005,210,546,291,916,1557
gene-slc25a29|slc25a29,473,426,721,1363,897,406,509,800
gene-LOC109627921|LOC109627921,59,64,131,63,65,29,61,77
gene-LOC109628089|LOC109628089,552,628,790,1227,591,641,947,1469
gene-LOC109628088|LOC109628088,13,12,14,14,10,7,16,13
gene-iqcc|iqcc,9,19,14,6,13,10,16,6
gene-LOC109627828|LOC109627828,4,0,2,0,0,0,2,3
gene-tmem234|tmem234,258,325,234,210,235,207,250,339
gene-ncmap|ncmap,9,20,18,34,18,26,12,13
gene-rcan3|rcan3,13,19,15,5,15,27,37,25
gene-nipal3|nipal3,84,57,79,67,82,94,82,96
gene-LOC109627775|LOC109627775,0,0,0,0,0,0,0,0
gene-LOC109627778|LOC109627778,0,0,0,0,0,0,0,0
gene-LOC109627777|LOC109627777,0,0,0,0,0,0,0,0
gene-LOC109628142|LOC109628142,498,360,299,174,433,331,404,226
gene-LOC109627774|LOC109627774,36,38,31,37,42,52,25,21
gene-LOC109628152|LOC109628152,309,418,597,252,454,410,707,867
gene-e2f2|e2f2,51,29,25,22,54,41,44,24
gene-id3|id3,2980,2919,2396,5715,4081,3282,3371,3331
gene-LOC109628376|LOC109628376,0,0,0,0,0,6,0,0
gene-rapgef6|rapgef6,201,176,180,91,178,182,188,149
gene-fnip1|fnip1,351,248,612,475,235,368,478,413
gene-LOC109628586|LOC109628586,0,0,3,0,0,0,0,0
gene-acsl6|acsl6,67,111,55,20,27,104,128,62
gene-LOC109628341|LOC109628341,258,225,617,211,336,344,418,322
gene-ppp2ca|ppp2ca,1945,1226,1960,1615,1830,1464,1985,3317
gene-ube2b|ube2b,867,771,955,620,1109,835,1231,1236
gene-cdkn2aipnl|cdkn2aipnl,106,112,151,139,126,45,125,168
gene-jade2|jade2,84,66,83,38,46,53,42,22
gene-sar1b|sar1b,2307,2267,6719,3322,4682,2777,3387,6968
gene-LOC109628632|LOC109628632,652,758,1548,895,1011,872,1027,1477
gene-camlg|camlg,105,65,118,71,122,50,72,125
gene-ddx46|ddx46,1963,1476,1130,686,1482,875,630,413
gene-cunh5orf24|cunh5orf24,15,17,11,4,15,14,11,15
gene-txndc15|txndc15,322,287,414,222,326,278,295,379
gene-pcbd2|pcbd2,396,260,351,243,215,303,215,148
gene-LOC109628764|LOC109628764,142,139,172,111,182,141,143,121
gene-LOC109628377|LOC109628377,35,31,39,0,46,33,18,20
gene-larp1|larp1,1245,1443,2284,1151,1471,1372,1845,2280
gene-faxdc2|faxdc2,4015,4242,5786,3884,3334,3961,6032,7441
gene-LOC109628451|LOC109628451,57,54,76,13,40,46,55,37
gene-znf346|znf346,58,48,78,50,37,58,58,94
gene-fgfr4|fgfr4,297,327,171,211,311,189,325,622
gene-LOC109628620|LOC109628620,411,395,238,150,389,294,231,87
gene-rab24|rab24,87,83,153,67,123,97,131,245
gene-pgrmc1|pgrmc1,6419,5670,5819,4781,5548,4974,4315,3677
gene-LOC109628467|LOC109628467,1024,1006,1579,1094,1211,967,1310,1467
gene-ltn1|ltn1,256,211,633,228,414,192,262,552
gene-hephl1|hephl1,227,288,2417,121,698,357,755,498
gene-tmem135|tmem135,439,373,433,328,391,329,410,452
gene-LOC109628791|LOC109628791,138,249,159,155,168,214,145,135
gene-LOC109628298|LOC109628298,15,19,23,18,13,12,15,4
gene-nle1|nle1,255,238,231,185,340,161,218,267
gene-LOC109628350|LOC109628350,20,9,10,0,13,0,0,0
gene-kcnj6|kcnj6,0,0,0,5,0,0,0,0
gene-LOC109628803|LOC109628803,333,363,195,150,477,733,963,581
gene-dscr3|dscr3,155,170,197,76,165,133,173,243
gene-ppm1e|ppm1e,0,0,0,0,0,0,0,0
gene-trim37|trim37,195,152,180,65,176,135,159,187
gene-ccdc15|ccdc15,47,19,18,14,36,29,23,33
gene-cunh11orf87|cunh11orf87,0,0,0,0,0,0,0,0
gene-LOC109628380|LOC109628380,0,0,0,0,0,0,0,0
gene-mks1|mks1,24,18,33,20,13,0,30,30
gene-LOC109628662|LOC109628662,251,253,398,183,314,246,242,238
gene-trnay-gua-2|trnay-gua,0,0,0,0,0,0,0,0
gene-hepacam|hepacam,0,0,0,0,0,0,0,12
gene-LOC109628294|LOC109628294,49,48,141,57,94,79,86,147
gene-LOC109628295|LOC109628295,23,30,83,40,37,42,74,75
gene-thsd1|thsd1,83,89,63,28,64,92,78,96
gene-LOC109628793|LOC109628793,0,0,0,13,0,0,0,0
gene-LOC109628723|LOC109628723,496,799,575,552,630,672,448,503
gene-pgk1|pgk1,7117,6622,5600,3878,5739,5217,5375,3776
gene-kctd7|kctd7,84,85,105,34,80,65,49,84
gene-rabgef1|rabgef1,153,193,193,112,140,193,222,275
gene-ttc3|ttc3,542,485,799,242,487,548,651,754
gene-kcnj15|kcnj15,36,47,54,62,39,56,76,57
gene-smg8|smg8,151,106,184,173,152,108,159,220
gene-pou2f3|pou2f3,5,14,8,6,12,20,12,0
gene-slc37a2|slc37a2,332,322,555,281,531,340,354,483
gene-psmg1|psmg1,275,235,272,185,307,219,264,348
gene-mybbp1a|mybbp1a,699,526,756,606,880,504,468,471
gene-LOC109628379|LOC109628379,109,90,152,92,114,90,154,179
gene-zw10|zw10,251,142,282,78,271,112,115,247
gene-timm10b|timm10b,104,79,175,110,109,108,141,148
gene-LOC109628344|LOC109628344,82,69,79,112,80,67,47,43
gene-smpd1|smpd1,618,832,953,975,693,805,845,655
gene-vps36|vps36,191,149,237,89,226,165,201,304
gene-proser1|proser1,182,138,198,162,243,167,206,299
gene-LOC109628449|LOC109628449,66,35,72,330,87,79,114,85
gene-LOC109628667|LOC109628667,2301,3048,1723,1549,1982,2568,2341,936
gene-paxbp1|paxbp1,396,381,416,303,396,400,390,490
gene-LOC109628383|LOC109628383,10,4,8,10,11,0,4,0
gene-LOC109628317|LOC109628317,16,0,14,10,9,6,13,7
gene-LOC109628796|LOC109628796,1746,1728,1651,1022,1548,2166,2275,2390
gene-tmigd1|tmigd1,1765,1259,1321,1698,1707,1278,996,908
gene-LOC109628488|LOC109628488,13,10,15,6,14,13,7,5
gene-cct8|cct8,5100,4150,4390,5713,4506,3690,4204,8016
gene-aldoc|aldoc,286,386,1696,1088,533,378,533,696
gene-pigs|pigs,97,79,197,112,184,142,129,185
gene-LOC109628537|LOC109628537,373,324,725,192,469,537,533,1037
gene-LOC109628538|LOC109628538,196,240,948,324,348,517,688,1327
gene-heatr6|heatr6,69,62,134,62,84,55,77,124
gene-ddx52|ddx52,176,132,277,153,218,151,193,296
gene-rpl23a|rpl23a,13061,13145,13023,17669,13616,13255,15122,13675
gene-LOC109628681|LOC109628681,515,477,1455,390,865,570,767,1376
gene-LOC109628751|LOC109628751,482,487,319,323,375,477,567,442
gene-LOC109628752|LOC109628752,0,0,0,0,0,0,0,0
gene-LOC109628384|LOC109628384,78,87,55,74,72,63,78,74
gene-LOC109628771|LOC109628771,89,104,105,0,54,65,103,117
gene-snrnp35|snrnp35,33,34,52,109,51,29,39,58
gene-bud13|bud13,73,56,105,89,124,47,66,97
gene-chek1|chek1,15,25,34,0,39,10,0,6
gene-LOC109628676|LOC109628676,41,50,36,34,33,35,22,15
gene-LOC109628678|LOC109628678,244,258,340,90,262,293,310,357
gene-LOC109628283|LOC109628283,78,65,47,37,74,52,93,95
gene-LOC109628311|LOC109628311,27,35,34,47,14,40,26,56
gene-layn|layn,0,0,0,0,8,0,0,0
gene-LOC109628790|LOC109628790,0,0,5,0,0,0,0,5
gene-LOC109628487|LOC109628487,0,0,0,0,0,13,7,0
gene-LOC109628363|LOC109628363,0,2,3,9,4,5,3,0
gene-cfap54|cfap54,0,0,0,0,0,13,0,0
gene-trnah-gug-3|trnah-gug,0,0,0,0,0,0,0,0
gene-dixdc1|dixdc1,67,60,99,69,94,70,83,91
gene-LOC109628532|LOC109628532,0,18,0,8,22,16,14,0
gene-pcnx3|pcnx3,149,160,328,162,208,171,216,254
gene-LOC109628787|LOC109628787,6,5,0,10,8,0,7,4
gene-LOC109628349|LOC109628349,54843,67179,178472,65501,232029,64745,109129,81614
gene-alg9|alg9,302,203,401,216,508,268,178,124
gene-fdxacb1|fdxacb1,176,74,84,29,100,70,57,49
gene-mia|mia,32,41,7,36,34,35,28,13
gene-dlat|dlat,170,164,254,157,266,165,235,357
gene-ift57|ift57,109,99,205,125,103,148,167,310
gene-LOC109628834|LOC109628834,18,55,18,104,27,24,19,15
gene-LOC109628686|LOC109628686,14,7,12,16,5,17,15,14
gene-LOC109628688|LOC109628688,0,0,0,0,0,0,0,0
gene-LOC109628745|LOC109628745,146,131,132,78,142,111,137,79
gene-dnajc18|dnajc18,256,285,396,171,297,199,251,302
gene-LOC109628635|LOC109628635,146,133,82,89,90,93,91,43
gene-nfrkb|nfrkb,359,302,220,107,308,329,403,331
gene-LOC109628722|LOC109628722,0,0,0,0,0,0,5,0
gene-LOC109628531|LOC109628531,0,0,0,0,0,0,0,0
gene-LOC109628386|LOC109628386,0,0,0,6,0,0,0,8
gene-sms|sms,198,134,284,229,202,307,335,223
gene-LOC109628276|LOC109628276,147,180,913,119,242,211,434,272
gene-LOC109628342|LOC109628342,118,129,127,135,89,84,136,154
gene-liph|liph,304,366,279,152,252,531,610,656
gene-LOC109628843|LOC109628843,81,130,51,40,63,51,65,81
gene-LOC109628842|LOC109628842,443,341,610,225,491,555,945,2040
gene-LOC109628655|LOC109628655,704,604,745,693,651,584,613,574
gene-LOC109628595|LOC109628595,642,575,801,501,810,439,445,584
gene-LOC109628594|LOC109628594,5,0,3,5,0,6,0,5
gene-prdx4|prdx4,9568,8760,9270,9470,10351,10313,11286,13940
gene-LOC109628600|LOC109628600,2031,1507,2093,1529,1388,1760,2152,1423
gene-LOC109628599|LOC109628599,592,415,435,220,539,508,552,526
gene-LOC109628772|LOC109628772,301,295,757,283,401,306,426,486
gene-arhgap31|arhgap31,189,213,326,305,226,200,229,339
gene-b4galt4|b4galt4,467,558,670,349,540,434,573,1159
gene-casr|casr,10,31,25,15,14,31,34,42
gene-LOC109628622|LOC109628622,0,0,0,0,0,0,0,3
gene-kif20a|kif20a,0,14,40,8,0,11,55,7
gene-cdc23|cdc23,46,31,31,18,68,57,53,61
gene-klhl13|klhl13,150,94,118,58,118,72,120,244
gene-LOC109628498|LOC109628498,111,144,68,61,99,148,130,55
gene-LOC109628496|LOC109628496,277,187,108,42,200,115,144,120
gene-LOC109628281|LOC109628281,3,7,19,0,9,17,13,10
gene-zbtb20|zbtb20,186,144,193,112,148,165,205,252
gene-dlg4|dlg4,0,0,0,3,0,0,10,0
gene-LOC109628314|LOC109628314,0,0,0,0,5,0,0,0
gene-xrra1|xrra1,0,0,0,0,0,0,0,0
gene-chrdl2|chrdl2,0,0,0,11,0,0,4,0
gene-LOC109628673|LOC109628673,516,418,298,174,445,343,530,629
gene-LOC109628598|LOC109628598,49,51,44,14,40,41,34,37
gene-dcx|dcx,0,4,0,0,4,0,0,0
gene-LOC109628499|LOC109628499,0,0,0,0,0,0,0,0
gene-LOC109628650|LOC109628650,45535,40253,46704,40654,42802,38179,43091,41963
gene-ephb4|ephb4,287,235,320,98,352,281,264,296
gene-neu3|neu3,81,81,124,61,106,69,115,165
gene-spag7|spag7,523,466,650,390,421,387,588,805
gene-LOC109628597|LOC109628597,19,33,28,37,0,13,18,47
gene-LOC109628780|LOC109628780,182,185,222,310,226,158,227,255
gene-LOC109628497|LOC109628497,42,87,237,61,270,75,140,54
gene-lrch2|lrch2,82,83,47,36,115,85,62,34
gene-LOC109628492|LOC109628492,485,423,353,237,362,485,535,335
gene-wdr44|wdr44,567,465,1394,457,619,437,860,907
gene-ltbp3|ltbp3,487,1154,384,559,365,595,384,130
gene-LOC109628558|LOC109628558,1887,2345,2511,1738,1995,2198,3395,5185
gene-LOC109628788|LOC109628788,328,262,308,186,276,288,372,413
gene-LOC109628348|LOC109628348,18,28,28,5,35,13,23,10
gene-LOC109628390|LOC109628390,93,43,57,16,43,60,34,10
gene-kat5|kat5,231,168,271,188,174,177,236,242
gene-LOC109628316|LOC109628316,0,0,0,0,0,0,0,0
gene-hinfp|hinfp,77,58,94,18,99,73,94,86
gene-dpagt1|dpagt1,1430,1195,2274,1413,1656,1527,1847,4275
gene-c2cd2l|c2cd2l,39,40,25,29,17,29,23,5
gene-LOC109628613|LOC109628613,52,38,138,32,66,43,69,130
gene-LOC109628304|LOC109628304,8,13,24,19,18,11,17,17
gene-LOC109628372|LOC109628372,5,0,0,0,0,4,5,0
gene-stk36|stk36,12,5,25,9,0,7,17,17
gene-LOC109628721|LOC109628721,52,82,34,23,54,63,26,20
gene-LOC109628528|LOC109628528,0,0,0,0,0,0,0,0
gene-LOC109628393|LOC109628393,330,295,425,224,399,209,235,374
gene-LOC109628617|LOC109628617,2919,2777,2492,2293,3085,2181,2018,1896
gene-LOC109628394|LOC109628394,36,33,13,33,19,19,20,27
gene-LOC109628830|LOC109628830,166,114,106,147,94,85,114,41
gene-mrps31|mrps31,126,90,175,93,189,89,96,202
gene-taf6|taf6,162,130,139,69,145,107,142,214
gene-LOC109628481|LOC109628481,0,0,10,37,0,2,0,0
gene-LOC109628460|LOC109628460,3,6,16,94,9,4,29,15
gene-LOC109628827|LOC109628827,53,93,514,110,171,69,102,98
gene-LOC109628323|LOC109628323,599,746,582,829,563,424,294,164
gene-LOC109628474|LOC109628474,351,377,270,402,295,278,281,192
gene-LOC109628828|LOC109628828,6,17,183,101,26,19,44,94
gene-LOC109628480|LOC109628480,0,0,0,7,0,0,0,0
gene-LOC109628395|LOC109628395,0,0,0,17,0,0,0,0
gene-LOC109628453|LOC109628453,85,128,192,97,86,103,132,119
gene-slc12a9|slc12a9,489,541,618,271,465,424,436,507
gene-LOC109628666|LOC109628666,78,76,154,51,118,82,137,99
gene-mink1|mink1,519,527,500,330,564,409,641,777
gene-LOC109628714|LOC109628714,240,211,291,102,297,159,175,174
gene-LOC109628573|LOC109628573,0,0,0,0,3,0,0,0
gene-LOC109628574|LOC109628574,882,577,569,255,836,619,903,672
gene-atp1b2|atp1b2,12,7,3,0,2,7,0,0
gene-LOC109628362|LOC109628362,30,37,58,48,47,76,128,120
gene-LOC109628346|LOC109628346,0,8,0,7,11,14,15,15
gene-srrt|srrt,519,313,689,318,498,667,1018,857
gene-LOC109628334|LOC109628334,239,203,248,143,241,253,324,356
gene-LOC109628333|LOC109628333,227,198,265,137,268,239,283,314
gene-LOC109628529|LOC109628529,0,0,10,10,7,0,9,10
gene-rnf121|rnf121,657,581,926,498,951,516,560,725
gene-LOC109628825|LOC109628825,5,12,25,0,49,11,26,0
gene-rb1|rb1,129,79,86,39,108,103,111,111
gene-LOC109628704|LOC109628704,0,3,1,0,0,0,0,0
gene-LOC109628703|LOC109628703,47,31,40,0,41,45,56,16
gene-LOC109628397|LOC109628397,27,35,48,35,43,25,25,4
gene-LOC109628399|LOC109628399,0,0,0,0,0,0,0,0
gene-LOC109628707|LOC109628707,284,323,451,216,315,361,478,657
gene-fam76b|fam76b,460,273,349,152,370,320,296,400
gene-mtmr2|mtmr2,78,62,166,42,143,82,65,123
gene-cwc15|cwc15,499,288,490,368,453,331,358,552
gene-LOC109628698|LOC109628698,0,0,0,0,0,0,0,0
gene-tigd6|tigd6,103,89,123,73,103,110,119,230
gene-LOC109628700|LOC109628700,0,0,0,0,0,0,0,0
gene-LOC109628279|LOC109628279,0,3,0,0,0,0,2,8
gene-cchcr1|cchcr1,44,38,14,11,40,59,34,28
gene-thoc2|thoc2,1020,896,956,622,922,1013,911,824
gene-cunhxorf57|cunhxorf57,89,82,86,39,100,129,122,68
gene-tbc1d8b|tbc1d8b,1225,1105,1307,582,1300,1047,1092,1163
gene-ophn1|ophn1,175,168,250,75,306,209,197,328
gene-LOC109628708|LOC109628708,685,846,1199,459,882,744,890,745
gene-LOC109628402|LOC109628402,0,0,3,0,0,0,0,0
gene-LOC109628569|LOC109628569,132,112,193,118,162,129,227,297
gene-LOC109628403|LOC109628403,0,0,0,0,0,0,0,0
gene-scn4b|scn4b,0,0,0,0,0,0,0,0
gene-LOC109628367|LOC109628367,0,0,0,0,0,0,0,0
gene-LOC109628479|LOC109628479,0,0,0,0,0,0,0,0
gene-LOC109628462|LOC109628462,0,0,2,0,0,0,0,0
gene-LOC109628439|LOC109628439,0,0,0,0,0,0,0,0
gene-LOC109628438|LOC109628438,0,0,0,0,0,0,0,0
gene-LOC109628354|LOC109628354,0,11,0,13,0,0,0,0
gene-LOC109628405|LOC109628405,0,0,3,3,0,0,0,0
gene-LOC109628732|LOC109628732,0,0,0,0,3,0,0,0
gene-LOC109628368|LOC109628368,0,0,0,0,0,0,0,0
gene-LOC109628476|LOC109628476,0,0,0,0,0,0,0,0
gene-LOC109628530|LOC109628530,0,0,0,0,0,0,0,0
gene-ccdc61|ccdc61,74,34,44,26,59,49,37,49
gene-cnga2|cnga2,0,0,0,0,0,0,0,0
gene-LOC109628305|LOC109628305,0,0,0,7,0,0,0,0
gene-LOC109628786|LOC109628786,181,301,203,127,359,300,337,263
gene-LOC109628468|LOC109628468,2364,2113,2758,2463,2050,1672,1898,3941
gene-LOC109628568|LOC109628568,309,194,138,62,299,240,189,96
gene-LOC109628605|LOC109628605,376,455,477,182,332,374,412,348
gene-pafah1b2|pafah1b2,134,172,134,63,136,156,206,195
gene-LOC109628814|LOC109628814,541,549,993,1651,596,458,626,814
gene-LOC109628705|LOC109628705,932,727,1409,857,1164,845,1101,1725
gene-ppme1|ppme1,135,117,163,125,163,144,270,309
gene-LOC109628517|LOC109628517,14,21,30,17,22,19,20,17
gene-LOC109628644|LOC109628644,220,155,236,110,196,158,200,173
gene-LOC109628781|LOC109628781,145,164,335,156,208,166,207,395
gene-LOC109628282|LOC109628282,394,311,471,164,440,318,466,412
gene-LOC109628844|LOC109628844,652,571,1124,730,850,533,844,1040
gene-LOC109628643|LOC109628643,202,198,184,48,198,217,253,197
gene-LOC109628725|LOC109628725,802,631,466,114,439,783,762,432
gene-msn|msn,816,787,1977,941,1693,677,973,952
gene-zc3h12b|zc3h12b,146,144,131,61,197,118,175,156
gene-LOC109628715|LOC109628715,76,72,75,40,70,80,87,63
gene-gab3|gab3,51,56,82,0,72,48,95,38
gene-aifm1|aifm1,3344,2724,2611,2637,2945,3128,3385,3915
gene-LOC109628406|LOC109628406,0,0,0,0,0,0,0,0
gene-nufip2|nufip2,58,82,176,535,73,66,95,223
gene-LOC109628819|LOC109628819,996,863,1110,636,826,838,779,929
gene-ksr1|ksr1,261,303,265,151,211,220,263,147
gene-LOC109628520|LOC109628520,0,0,0,0,0,0,0,0
gene-LOC109628750|LOC109628750,14,8,21,30,10,17,26,17
gene-LOC109628375|LOC109628375,204,184,135,102,123,65,81,23
gene-LOC109628759|LOC109628759,144,134,170,90,134,161,210,243
gene-acaca|acaca,1712,1327,1932,1202,1774,1352,1554,2491
gene-LOC109628407|LOC109628407,0,0,0,0,0,0,0,3
gene-ppm1d|ppm1d,118,153,211,154,115,106,185,339
gene-LOC109628804|LOC109628804,7,19,18,0,0,21,28,15
gene-LOC109628641|LOC109628641,0,4,11,4,10,4,15,4
