transcript_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392,SRR13308393,SRR13308394,SRR13308395
rna-XR_002202758.1,0,0,0,0,0,0,9,0
rna-XM_020088566.1,316,310,851,238,587,198,338,463
rna-XR_002202792.1,31,0,96,29,60,16,45,50
rna-XM_020088557.1,3081,4531,3177,3928,1857,1848,2589,3022
rna-XM_020088373.1,556,468,578,347,502,466,487,668
rna-XM_020088374.1,198,187,375,255,283,155,216,314
rna-XM_020088299.1,0,0,0,0,0,0,0,0
rna-XM_020088301.1,0,0,0,0,0,0,0,0
rna-XM_020088302.1,0,0,0,0,0,0,0,0
rna-XM_020088300.1,133,126,68,28,103,97,119,133
rna-XM_020088013.1,15,13,49,6,58,37,34,26
rna-XM_020088520.1,190,144,195,175,312,217,211,161
rna-XM_020087992.1,0,96,143,110,77,107,12,252
rna-XM_020087990.1,98,0,237,24,120,15,187,81
rna-XM_020088401.1,543,694,616,375,486,701,536,547
rna-XM_020088402.1,526,380,285,274,393,245,195,156
rna-XM_020088404.1,10,11,9,4,18,15,4,7
rna-XM_020088223.1,0,0,0,0,0,0,0,0
rna-XM_020088222.1,0,0,2,0,0,1,0,0
rna-XM_020088225.1,0,0,5,0,3,0,0,0
rna-XM_020088221.1,0,0,0,0,0,0,0,0
rna-XM_020088224.1,0,0,3,3,0,0,3,0
rna-XM_020088226.1,51,95,65,31,69,59,64,41
rna-XM_020088633.1,900,696,383,191,808,670,510,190
rna-XM_020088667.1,94,172,83,46,151,114,114,76
rna-XM_020087975.1,100,43,93,46,112,81,65,101
rna-XM_020088539.1,126,121,299,96,293,139,175,302
rna-XM_020088171.1,56,34,40,16,48,51,58,87
rna-XM_020088400.1,0,11,0,6,4,0,0,0
rna-XM_020088468.1,0,0,0,0,0,0,0,0
rna-XM_020088470.1,142,128,136,56,166,126,135,111
rna-XM_020088471.1,6,0,0,0,0,0,0,1
rna-XR_002202752.1,0,0,0,0,0,0,0,0
rna-XM_020088028.1,0,0,0,0,0,0,0,0
rna-XM_020088027.1,21,12,12,16,14,27,27,23
rna-XM_020087929.1,0,166,347,331,221,207,265,611
rna-XM_020087930.1,0,0,28,0,0,0,0,0
rna-XM_020088038.1,0,0,0,0,0,5,3,4
rna-XM_020087928.1,158,6,6,8,2,4,3,1
rna-XM_020088037.1,23,14,6,10,30,31,21,7
rna-XM_020088434.1,0,0,0,0,0,0,0,0
rna-XM_020088433.1,483,334,234,134,397,299,304,138
rna-XM_020088609.1,0,18,37,21,99,0,85,198
rna-XM_020088608.1,170,146,343,182,62,235,322,366
rna-XM_020088406.1,0,0,0,0,0,0,0,0
rna-XM_020088405.1,54,47,17,33,56,48,24,14
rna-XM_020088201.1,4,0,0,0,3,0,0,3
rna-XM_020087927.1,3,0,2,0,4,0,3,2
rna-XM_020088164.1,1,2,0,0,3,3,0,0
rna-XM_020088111.1,0,0,0,0,0,0,0,0
rna-XM_020088306.1,0,12,22,16,0,0,0,0
rna-XR_002202774.1,0,0,0,0,0,0,0,0
rna-XR_002202775.1,0,0,0,0,0,0,0,0
rna-XR_002202776.1,0,0,0,0,0,0,0,0
rna-XR_002202777.1,0,0,0,0,0,0,0,0
rna-XM_020088308.1,218,173,301,69,217,150,234,227
rna-XM_020088305.1,207,193,332,182,289,165,182,351
rna-XM_020088309.1,27,0,17,13,58,44,26,31
rna-XM_020088634.1,4957,3987,4492,3436,4413,3788,3410,2062
rna-XM_020088565.1,122,95,328,117,199,134,350,300
rna-XM_020087944.1,0,0,0,8,0,0,0,5
rna-XM_020087945.1,0,0,0,0,0,0,0,0
rna-XM_020087946.1,0,0,0,0,0,0,0,0
rna-XM_020088577.1,0,0,25,1025,0,0,0,0
rna-XM_020088576.1,431,942,363,1345,393,222,263,677
rna-XM_020087914.1,0,0,0,0,0,0,0,0
rna-XM_020087912.1,215,158,276,133,191,177,265,628
rna-XM_020087988.1,36,56,58,42,43,39,30,26
rna-XM_020088124.1,52,46,35,15,65,25,21,13
rna-XM_020088635.1,168,283,251,223,233,147,201,672
rna-XM_020088535.1,1358,332,1296,758,841,1538,2348,2051
rna-XM_020088534.1,80,1076,60,25,95,115,191,178
rna-XM_020088536.1,54,0,77,28,0,66,0,0
rna-XM_020088372.1,1631,1763,2493,2056,1636,1453,1910,3069
rna-XM_020088131.1,0,0,0,0,0,0,0,0
rna-XM_020088132.1,0,0,0,0,0,0,0,0
rna-XM_020088133.1,0,0,0,0,0,0,90,0
rna-XM_020088128.1,65,94,150,73,122,139,78,190
rna-XM_020087983.1,164,271,492,398,219,232,301,418
rna-XM_020088472.1,95,85,68,24,56,57,59,47
rna-XM_020088473.1,37987,56173,32322,28725,31980,23994,23682,32981
rna-XM_020088474.1,2219,1876,1863,1560,1754,1378,1465,1709
rna-XM_020088625.1,508,527,1028,442,790,693,774,1130
rna-XM_020088429.1,20,8,19,12,12,17,19,12
rna-XM_020088040.1,42,62,35,16,72,40,40,73
rna-XM_020088567.1,0,14,13,8,12,19,25,9
rna-XM_020088569.1,0,0,0,0,0,0,0,0
rna-XM_020088568.1,45,31,35,35,33,57,44,48
rna-XM_020087935.1,99,82,123,89,127,109,141,118
rna-XM_020088428.1,195,134,129,156,105,134,158,160
rna-XM_020088026.1,0,0,0,0,0,0,0,0
rna-XM_020088024.1,0,0,3,0,0,0,0,0
rna-XM_020088042.1,119,154,158,102,113,179,148,139
rna-XM_020088488.1,338,433,223,223,240,314,226,155
rna-XM_020087986.1,0,0,0,0,0,0,0,0
rna-XM_020087987.1,0,0,0,0,0,0,0,0
rna-XM_020088640.1,28,69,92,63,44,76,75,131
rna-XM_020088641.1,1858,1399,1561,1179,1898,1952,2714,4448
rna-XM_020088043.1,40,58,42,35,36,29,33,38
rna-XM_020088045.1,21,25,11,0,0,39,16,17
rna-XM_020088616.1,75,52,71,23,82,49,77,76
rna-XM_020088335.1,0,0,0,0,0,0,0,0
rna-XR_002202767.1,0,0,0,0,0,0,0,0
rna-XM_020088195.1,0,0,0,0,0,0,0,0
rna-XM_020088518.1,0,3,0,0,0,0,0,0
rna-XM_020088517.1,0,0,0,0,0,0,0,0
rna-XM_020088489.1,0,0,0,0,2,0,0,0
rna-XM_020088491.1,0,0,0,0,0,0,0,0
rna-XM_020088493.1,0,135,73,430,104,0,0,0
rna-XM_020088494.1,0,0,0,0,0,0,0,0
rna-XM_020088497.1,0,4,3,0,0,0,21,6
rna-XM_020088336.1,7,0,0,0,0,0,0,0
rna-XM_020088334.1,1400,1233,1728,1136,1498,1582,1996,3121
rna-XM_020088395.1,11,9,13,7,20,10,20,14
rna-XM_020088394.1,466,409,451,703,416,796,489,1049
rna-XM_020088393.1,443,809,917,267,593,90,795,1352
rna-XM_020088044.1,44,33,21,16,38,51,63,65
rna-XM_020088519.1,182,165,105,50,160,176,168,211
rna-XM_020088495.1,281,49,0,0,0,0,0,0
rna-XM_020088492.1,586,787,932,449,981,1051,949,868
rna-XM_020088365.1,413,290,893,333,686,322,323,677
rna-XM_020088364.1,204,207,346,179,235,200,232,320
rna-XM_020087897.1,227,179,207,252,412,362,324,0
rna-XM_020087896.1,90,330,104,0,0,0,0,177
rna-XM_020088353.1,0,0,3,0,0,3,0,0
rna-XM_020088351.1,0,265,274,0,0,259,348,568
rna-XM_020088349.1,0,31,13,217,395,20,0,0
rna-XM_020088352.1,0,0,0,0,0,6,8,0
rna-XM_020088350.1,367,70,39,0,0,135,123,0
rna-XM_020088570.1,857,834,1401,699,1122,832,1284,2343
rna-XM_020088597.1,1325,1040,1329,983,1366,1158,1692,2493
rna-XM_020088614.1,221,203,416,294,380,221,164,289
rna-XM_020088613.1,0,0,0,6,0,0,4,0
rna-XM_020088516.1,5358,4394,3028,1720,107,4551,5324,282
rna-XM_020088514.1,147,139,93,46,4851,92,125,5355
rna-XM_020088515.1,23,5,8,4,260,24,15,265
rna-XM_020088513.1,5,0,8,0,4,0,5,0
rna-XM_020088115.1,38,23,97,19,64,56,99,149
rna-XM_020088286.1,1939,1713,1817,1190,1573,2010,2541,2345
rna-XM_020088287.1,48,22,63,0,91,30,41,35
rna-XM_020088046.1,8,21,26,0,0,18,31,38
rna-XM_020088382.1,212,320,408,116,358,300,259,315
rna-XM_020088612.1,164,182,372,349,331,240,206,298
rna-XM_020088264.1,2687,2222,2295,1183,2355,3074,3052,1678
rna-XM_020088047.1,3340,2942,2192,1670,2344,2593,2368,1562
rna-XM_020088265.1,25,43,18,15,17,16,21,14
rna-XM_020088522.1,270,254,368,133,374,250,320,270
rna-XM_020088369.1,0,20,4,7,7,0,0,0
rna-XM_020088367.1,0,2,0,0,0,0,0,0
rna-XM_020088370.1,577,446,794,606,522,513,539,633
rna-XM_020088371.1,45,106,37,124,116,25,37,47
rna-XR_002202763.1,0,0,0,0,0,0,0,0
rna-XR_002202762.1,0,0,0,0,0,0,0,0
rna-XR_002202765.1,0,0,0,0,0,0,0,0
rna-XR_002202764.1,0,0,0,0,0,0,0,0
rna-XM_020088482.1,0,96,0,78,0,0,25,0
rna-XM_020088484.1,0,0,0,0,0,0,0,0
rna-XM_020088483.1,308,275,441,118,422,324,209,419
rna-XR_002202789.1,0,0,0,0,0,0,0,0
rna-XR_002202788.1,25,14,19,31,12,26,13,4
rna-XM_020088438.1,0,0,0,0,0,0,0,0
rna-XM_020088439.1,0,0,0,0,0,0,0,0
rna-XM_020088440.1,0,0,0,0,0,0,0,0
rna-XM_020088442.1,0,0,0,0,0,0,0,0
rna-XM_020088443.1,0,0,0,0,0,0,0,0
rna-XM_020088445.1,0,0,0,0,0,0,0,0
rna-XM_020088441.1,18,51,28,35,45,24,18,33
rna-XM_020088392.1,0,0,0,0,0,0,0,0
rna-XM_020088390.1,679,680,770,511,836,649,697,911
rna-XM_020088391.1,45,0,129,71,0,0,102,110
rna-XM_020088193.1,0,0,0,0,0,0,0,0
rna-XM_020088055.1,0,0,5,0,3,0,0,0
rna-XR_002202759.1,0,0,0,0,0,0,0,0
rna-XM_020088499.1,0,0,28,15,9,12,12,25
rna-XM_020088498.1,0,0,0,0,0,0,0,0
rna-XM_020088500.1,1550,1060,1020,466,1583,800,735,654
rna-XM_020088056.1,0,0,0,0,0,3,0,0
rna-XM_020087958.1,362,497,547,629,266,452,409,284
rna-XM_020088462.1,0,0,0,0,0,0,0,0
rna-XM_020088460.1,0,0,0,0,0,0,20,0
rna-XM_020088461.1,0,0,0,0,0,0,0,0
rna-XM_020088466.1,0,26,10,0,0,0,11,11
rna-XM_020088465.1,0,0,0,0,0,0,0,0
rna-XM_020088464.1,0,0,0,0,0,0,0,0
rna-XM_020088463.1,502,714,899,532,633,653,886,1514
rna-XM_020088337.1,8,18,8,10,19,0,0,5
rna-XM_020088338.1,98,90,108,43,81,70,88,134
rna-XM_020088277.1,0,0,0,0,0,0,0,93
rna-XM_020088280.1,0,0,0,0,0,0,63,35
rna-XM_020088279.1,0,0,0,0,0,0,0,0
rna-XM_020088282.1,0,6,4,0,0,0,33,0
rna-XM_020088271.1,0,0,0,0,0,0,0,0
rna-XM_020088269.1,0,0,0,0,0,24,26,61
rna-XM_020088273.1,0,0,0,0,122,0,0,0
rna-XM_020088272.1,0,60,0,25,0,34,52,43
rna-XM_020088275.1,0,67,0,26,0,37,0,0
rna-XM_020088278.1,69,51,128,33,72,119,21,6
rna-XM_020088281.1,110,71,82,34,94,63,16,52
rna-XM_020088270.1,1254,1209,1070,488,1010,1312,1712,1055
rna-XM_020088268.1,55,0,0,0,0,0,0,0
rna-XM_020088276.1,574,606,775,190,512,436,470,334
rna-XM_020088150.1,0,0,0,9,0,0,0,0
rna-XM_020088057.1,0,0,0,0,3,18,0,0
rna-XM_020088156.1,0,3,1,0,3,3,3,0
rna-XM_020088151.1,854,779,1939,875,1213,795,1354,1980
rna-XM_020088152.1,60,25,35,25,29,34,43,51
rna-XM_020088155.1,90,37,182,43,130,52,76,106
rna-XM_020088058.1,0,0,0,0,8,0,7,3
rna-XM_020088154.1,0,0,4,0,2,0,8,9
rna-XM_020088153.1,114,135,251,77,159,128,110,127
rna-XM_020088157.1,245,160,235,142,264,150,208,363
rna-XM_020088447.1,307,240,400,130,302,317,318,506
rna-XM_020088600.1,0,0,0,0,0,0,0,5
rna-XM_020088523.1,22,35,44,86,24,23,28,39
rna-XM_020088003.1,0,0,0,0,0,0,0,0
rna-XM_020087954.1,0,0,0,0,0,0,0,0
rna-XM_020087953.1,23,8,17,11,19,27,25,9
rna-XM_020088540.1,11,12,9,0,27,14,7,10
rna-XM_020087942.1,25,35,30,16,11,29,16,36
rna-XM_020088501.1,370,296,257,191,252,286,292,158
rna-XM_020087957.1,79,59,62,48,117,96,89,135
rna-XM_020088023.1,8,5,8,6,0,3,5,30
rna-XM_020088060.1,297,242,449,360,263,236,253,385
rna-XM_020088669.1,582,1065,633,1652,346,344,460,488
rna-XM_020088668.1,148,405,240,713,149,89,91,367
rna-XM_020088126.1,19,15,6,0,8,5,10,0
rna-XM_020088458.1,0,4,8,2,18,7,9,6
rna-XM_020088457.1,1319,1106,1292,597,1415,1036,1065,1177
rna-XM_020088459.1,13,13,54,0,92,24,81,50
rna-XM_020088125.1,475,344,476,214,350,389,534,442
rna-XM_020088417.1,45,44,75,21,51,30,47,102
rna-XM_020088419.1,41,64,38,22,27,30,34,47
rna-XM_020088127.1,625,430,668,374,541,345,541,553
rna-XM_020088624.1,0,26,17,0,4,29,0,0
rna-XM_020088622.1,0,0,0,0,8,0,0,0
rna-XM_020088621.1,0,0,8,0,14,0,0,0
rna-XM_020088620.1,40,36,19,39,32,24,33,33
rna-XM_020088628.1,0,0,7,0,0,0,0,0
rna-XM_020088627.1,0,0,0,0,0,0,0,0
rna-XM_020088629.1,0,0,0,0,0,0,0,0
rna-XM_020088626.1,35,43,11,9,27,16,10,13
rna-XM_020088486.1,3,0,0,0,0,0,0,0
rna-XM_020088063.1,0,0,11,0,0,0,0,25
rna-XM_020088485.1,0,0,0,0,0,0,0,0
rna-XM_020088227.1,669,574,1130,326,659,656,781,788
rna-XM_020088555.1,402,338,483,259,619,252,310,469
rna-XM_020088324.1,0,0,0,245,0,0,0,0
rna-XM_020088323.1,191,154,236,0,0,0,225,85
rna-XM_020088322.1,60,79,93,0,261,247,112,281
rna-XM_020087960.1,0,0,0,0,0,0,0,0
rna-XR_002202749.1,0,0,0,0,0,0,0,0
rna-XM_020087906.1,0,229,0,3,0,229,0,58
rna-XM_020087905.1,0,85,364,103,108,233,10,153
rna-XM_020087907.1,0,82,538,261,362,0,439,391
rna-XM_020088229.1,744,3727,4959,485,5632,627,379,277
rna-XM_020088231.1,29724,23026,20055,19629,28490,30967,24860,14570
rna-XM_020088228.1,358,241,353,127,474,253,187,198
rna-XM_020088596.1,244,172,196,170,255,211,185,231
rna-XM_020087908.1,333,0,536,99,51,0,1,0
rna-XR_002202748.1,690,595,684,425,516,573,701,673
rna-XM_020088663.1,293,0,340,17,239,173,222,328
rna-XM_020088665.1,45,196,0,128,64,88,36,0
rna-XM_020088248.1,297,307,488,263,331,373,415,599
rna-XM_020088249.1,228,186,260,102,237,231,229,367
rna-XM_020088602.1,0,0,0,0,0,0,0,0
rna-XM_020088601.1,0,0,0,0,0,0,0,0
rna-XM_020088603.1,0,6,5,5,8,0,5,6
rna-XM_020087951.1,44,37,273,148,47,44,61,248
rna-XM_020088233.1,20,32,30,11,32,15,36,12
rna-XM_020088234.1,3,0,0,0,0,0,0,0
rna-XM_020088232.1,169,135,129,404,117,46,57,48
rna-XM_020088064.1,7,9,0,0,0,0,7,0
rna-XM_020087915.1,0,0,0,0,0,0,0,0
rna-XR_002202781.1,0,7,0,0,0,0,0,0
rna-XR_002202783.1,0,0,0,0,0,0,0,0
rna-XR_002202782.1,0,0,0,0,0,0,0,0
rna-XM_020088407.1,0,279,284,0,125,0,184,133
rna-XM_020088408.1,802,417,320,488,499,634,292,263
rna-XM_020088065.1,8,9,0,5,9,0,0,6
rna-XM_020088432.1,0,37,44,62,15,26,26,20
rna-XR_002202787.1,0,0,0,0,0,0,0,0
rna-XM_020088430.1,579,455,733,406,565,422,602,943
rna-XM_020087943.1,50,30,40,12,63,53,76,76
rna-XM_020088012.1,135,119,72,99,74,97,86,23
rna-XM_020088580.1,0,8,0,0,14,10,0,0
rna-XM_020088581.1,0,0,0,0,0,0,0,0
rna-XM_020088582.1,0,0,0,0,0,0,0,0
rna-XM_020088583.1,0,0,0,0,0,0,0,0
rna-XM_020088584.1,0,0,0,0,0,0,0,0
rna-XM_020088585.1,0,0,0,0,0,0,0,0
rna-XM_020088586.1,0,0,0,0,0,0,0,0
rna-XM_020088066.1,0,0,0,0,0,0,0,0
rna-XM_020087994.1,0,0,0,0,0,0,0,0
rna-XM_020087993.1,0,0,0,0,0,0,4,5
rna-XM_020087995.1,0,0,0,0,0,0,0,0
rna-XM_020088068.1,0,0,3,0,0,0,0,0
rna-XM_020088427.1,0,0,43,0,0,0,0,0
rna-XM_020088426.1,0,0,0,0,0,0,0,0
rna-XM_020088425.1,0,0,0,0,0,0,39,8
rna-XM_020088422.1,0,0,0,99,0,0,0,0
rna-XM_020088424.1,0,0,0,94,0,0,0,0
rna-XM_020088420.1,328,267,199,5,344,246,129,337
rna-XM_020088421.1,24,0,0,0,0,0,114,0
rna-XM_020088423.1,3,0,0,0,0,0,9,0
rna-XM_020088503.1,0,36,7,3,131,141,189,12
rna-XM_020088502.1,141,73,121,68,0,0,0,206
rna-XR_002202791.1,179,143,137,189,149,157,252,253
rna-XM_020088329.1,0,0,0,0,0,0,0,1
rna-XM_020088328.1,0,0,0,0,1,0,0,0
rna-XM_020088330.1,1301,159,191,240,524,270,276,760
rna-XM_020088326.1,607,1337,1112,687,940,1007,1205,740
rna-XM_020088327.1,78,4,215,5,0,134,0,5
rna-XM_020088524.1,65,36,66,37,41,56,42,41
gene-LOC109630361,3,2,3,0,1,3,0,0
rna-XM_020088070.1,431,348,417,206,433,428,377,389
rna-XM_020088360.1,0,34,0,0,17,0,0,68
rna-XM_020088361.1,0,0,0,0,0,0,0,0
rna-XM_020088362.1,0,0,0,0,0,0,0,0
rna-XM_020088363.1,0,0,0,0,0,0,0,0
rna-XM_020088359.1,68,53,57,43,51,49,61,51
rna-XM_020088545.1,0,0,0,0,0,0,0,0
rna-XM_020088542.1,0,0,0,0,0,0,0,0
rna-XM_020088543.1,0,0,0,0,0,0,0,0
rna-XM_020088541.1,0,0,0,0,0,0,0,0
rna-XM_020088544.1,24,29,14,0,11,12,0,0
rna-XM_020088547.1,0,0,0,0,0,0,0,0
rna-XM_020088546.1,27,53,23,40,28,39,24,5
rna-XM_020088181.1,3,10,288,26,79,30,88,72
rna-XM_020088615.1,86,74,53,37,114,49,67,83
rna-XM_020088077.1,578,437,331,364,494,503,534,408
rna-XM_020088521.1,84,62,165,135,133,91,134,161
rna-XM_020088006.1,95,66,63,156,93,112,102,118
rna-XR_002202796.1,7,16,15,6,16,25,15,8
rna-XM_020088606.1,0,9,0,4,9,8,0,7
rna-XM_020088607.1,0,0,0,0,0,0,0,0
rna-XM_020088079.1,2,0,0,0,0,4,0,0
rna-XM_020088000.1,5,11,0,0,9,8,5,0
rna-XM_020088173.1,14,24,40,0,14,13,10,28
rna-XM_020088178.1,0,0,0,0,0,0,0,0
rna-XM_020088177.1,7,8,133,8,49,27,42,47
rna-XM_020088639.1,0,0,0,0,0,0,0,0
rna-XM_020088637.1,0,0,0,0,0,0,0,186
rna-XM_020088638.1,324,297,396,195,303,319,306,70
rna-XM_020088526.1,0,8,13,15,0,0,14,37
rna-XM_020088527.1,0,0,0,0,0,0,0,0
rna-XM_020088530.1,0,21,0,13,14,8,0,0
rna-XM_020088529.1,0,0,0,0,0,0,0,0
rna-XM_020088528.1,35,0,6,0,24,24,0,0
rna-XM_020088559.1,0,0,0,0,0,0,0,0
rna-XM_020088558.1,69,51,35,36,47,66,70,50
rna-XM_020087916.1,83,21,67,0,8,15,26,12
rna-XM_020087917.1,7,53,7,27,61,48,68,75
rna-XM_020088082.1,301,188,216,160,239,189,192,100
rna-XM_020088213.1,0,0,0,0,0,0,0,0
rna-XM_020088212.1,6,118,0,1,0,0,0,6
rna-XM_020088211.1,122,0,105,65,105,100,142,185
rna-XM_020088214.1,1597,1612,1963,780,1662,1512,1844,2123
rna-XM_020088578.1,151,195,145,100,75,134,90,52
rna-XM_020087924.1,435,655,773,869,1135,392,502,0
rna-XM_020087925.1,644,233,123,0,0,495,339,1127
rna-XM_020088321.1,0,0,0,0,0,0,0,0
rna-XM_020088314.1,0,0,0,0,0,0,0,0
rna-XM_020088312.1,213,172,2333,252,2511,250,687,753
rna-XM_020088311.1,1,5,6,0,0,9,3,3
rna-XM_020088310.1,868,689,624,405,618,839,660,479
rna-XM_020088319.1,76,82,75,76,81,122,152,215
rna-XR_002202778.1,15,25,46,12,22,33,21,34
rna-XM_020088317.1,67,74,40,105,145,91,129,252
rna-XM_020088313.1,62,72,48,0,0,77,83,213
rna-XM_020088315.1,111,99,37,22,54,69,42,41
rna-XM_020088316.1,52,2,28,4,25,44,91,2
rna-XM_020088318.1,5,6,0,2,0,0,1,1
rna-XR_002202756.1,128,103,113,75,114,62,117,167
rna-XM_020088083.1,3,3,0,0,0,4,6,20
rna-XM_020087968.1,0,0,0,0,0,0,0,0
rna-XM_020087967.1,92,54,75,72,62,58,83,124
rna-XM_020088147.1,33,25,63,44,49,40,44,76
rna-XM_020088266.1,0,0,16,0,0,0,0,14
rna-XM_020088113.1,0,0,0,0,0,0,0,0
rna-XM_020088341.1,0,0,0,0,0,0,0,0
rna-XM_020088342.1,0,0,0,0,0,0,0,0
rna-XM_020088339.1,0,0,0,0,0,0,0,0
rna-XM_020088340.1,0,0,0,0,0,0,0,0
rna-XM_020088084.1,0,0,0,0,0,0,0,0
rna-XM_020088267.1,381,331,423,339,349,448,365,412
rna-XM_020088344.1,894,650,1359,774,1455,935,884,1287
rna-XM_020088343.1,117,109,94,78,117,69,93,132
rna-XM_020088476.1,274,290,441,227,431,243,281,400
rna-XM_020088475.1,370,464,1033,451,559,229,427,1278
rna-XM_020088477.1,67,53,30,48,104,160,133,124
rna-XM_020088533.1,322,969,1408,5496,349,206,978,4461
rna-XM_020088389.1,160,112,233,167,294,126,126,196
rna-XM_020088085.1,286,239,236,277,272,289,232,291
rna-XM_020088619.1,341,401,579,380,329,425,646,926
rna-XM_020087902.1,10,0,11,11,0,7,0,3
rna-XM_020088632.1,0,0,65,0,3,0,0,0
rna-XM_020088630.1,0,0,0,0,0,0,0,0
rna-XM_020088631.1,58,46,0,19,69,53,39,57
rna-XM_020088166.1,0,0,34,32,0,0,12,0
rna-XM_020088167.1,0,0,0,0,0,0,0,0
rna-XM_020088168.1,0,0,0,0,0,0,0,0
rna-XM_020088086.1,0,0,0,0,0,0,0,0
rna-XM_020088087.1,0,0,17,25,0,9,10,0
rna-XM_020088449.1,48,23,140,11,86,41,65,108
rna-XM_020088448.1,689,571,641,541,802,730,752,1380
rna-XM_020088487.1,126,119,178,354,130,133,183,233
rna-XM_020088595.1,745,599,1366,1849,886,883,1197,2871
rna-XM_020088088.1,407,416,783,280,849,345,355,337
rna-XM_020088090.1,161,118,206,85,160,151,188,186
rna-XM_020087952.1,129,210,357,70,204,210,212,252
rna-XM_020087904.1,109,68,85,10,100,75,70,66
rna-XM_020087903.1,0,0,90,6,29,5,70,12
rna-XM_020088092.1,848,690,1144,556,795,730,839,726
rna-XM_020088010.1,0,0,0,0,3,0,0,0
rna-XM_020088009.1,0,0,5,0,2,0,2,2
rna-XM_020088008.1,19,0,36,4,38,17,21,22
rna-XM_020088409.1,0,0,0,0,0,0,0,0
rna-XR_002202786.1,0,0,0,0,0,0,0,0
rna-XM_020088415.1,0,5,3,3,0,0,5,0
rna-XR_002202785.1,0,0,0,0,0,0,0,0
rna-XM_020088411.1,0,16,0,0,5,11,7,0
rna-XM_020088412.1,0,0,0,0,0,0,0,0
rna-XM_020088413.1,0,0,0,0,0,0,0,0
rna-XM_020088414.1,0,0,0,0,0,0,0,0
rna-XR_002202790.1,0,0,0,63,0,0,0,0
rna-XM_020088446.1,3867,5304,6772,4235,3469,2815,5739,22637
rna-XM_020088531.1,0,0,0,0,1,2,0,100
rna-XM_020088532.1,400,359,399,186,370,320,305,251
rna-XM_020087950.1,0,0,0,0,0,0,0,0
rna-XM_020087949.1,10,0,0,4,0,0,0,0
rna-XM_020088188.1,0,0,21,0,19,0,0,0
rna-XM_020088187.1,14,20,23,30,26,22,17,26
rna-XM_020088216.1,0,0,0,0,0,0,0,0
rna-XM_020088217.1,0,950,155,0,0,1388,1870,1698
rna-XM_020088219.1,0,0,0,0,0,0,0,0
rna-XM_020088093.1,0,0,0,0,0,0,0,0
rna-XM_020088481.1,0,0,386,207,374,191,304,0
rna-XM_020088203.1,0,0,0,0,0,0,0,0
rna-XM_020087980.1,0,0,0,0,0,0,0,0
rna-XM_020087978.1,0,0,0,0,0,0,0,0
rna-XM_020087976.1,0,0,0,0,0,0,0,0
rna-XM_020087977.1,0,0,7,0,0,3,0,0
rna-XM_020088095.1,0,5,0,0,0,0,13,24
rna-XM_020088220.1,1246,31,1749,700,1687,29,96,19
rna-XM_020088215.1,2234,1958,1710,1222,1647,2395,2118,1807
rna-XM_020088094.1,19,14,32,5,15,15,13,28
rna-XM_020088480.1,1567,2072,5033,2380,608,1929,2203,2817
rna-XM_020088416.1,79,46,306,102,85,48,147,158
rna-XM_020087974.1,20,12,31,0,40,28,20,19
rna-XM_020088247.1,272,260,284,114,249,162,236,211
rna-XM_020088246.1,88,135,106,70,102,111,115,117
rna-XM_020088190.1,7,5,7,8,7,4,0,7
rna-XM_020087970.1,0,0,0,0,0,0,0,0
rna-XM_020087971.1,0,0,0,0,0,0,0,0
rna-XM_020087969.1,9,13,0,0,0,3,7,0
rna-XM_020088138.1,124,132,136,92,111,131,100,125
rna-XM_020088169.1,0,0,0,0,0,0,0,0
rna-XM_020087972.1,0,113,101,79,0,0,71,64
rna-XM_020088456.1,1840,1061,1283,612,1374,2225,2585,1249
rna-XM_020088453.1,122,400,298,153,254,311,496,518
rna-XM_020088451.1,561,1044,145,720,185,209,253,482
rna-XM_020088454.1,15,25,9,0,0,1,28,2
rna-XM_020088452.1,35,95,11,6,38,107,69,134
rna-XM_020088450.1,478,412,447,344,347,411,588,527
rna-XM_020088096.1,50,26,15,12,45,34,21,18
rna-XM_020088467.1,58,52,123,41,73,46,76,39
rna-XM_020087973.1,112,0,0,0,112,58,0,0
rna-XM_020088397.1,1070,904,1601,1621,1268,969,1161,1533
rna-XM_020088510.1,0,443,560,264,0,327,0,0
rna-XM_020088511.1,388,0,0,1535,345,0,331,497
rna-XM_020087936.1,216,278,304,145,239,276,252,331
rna-XM_020088097.1,1208,1030,1943,643,2467,1633,2522,3797
rna-XM_020088005.1,13259,12029,5819,5085,15119,5466,1707,737
rna-XM_020088209.1,12,0,0,15,0,10,0,0
rna-XR_002202757.1,28,58,23,14,55,59,44,5
rna-XM_020088098.1,0,0,0,0,0,0,0,0
rna-XM_020088007.1,0,0,0,0,0,0,0,0
rna-XM_020088134.1,0,0,0,0,0,0,0,0
rna-XM_020088564.1,923,758,968,971,1239,1050,1455,1606
rna-XM_020088378.1,0,0,209,0,263,0,0,148
rna-XM_020088379.1,0,0,0,203,0,0,0,0
rna-XM_020088380.1,0,0,19,0,0,0,0,0
rna-XM_020088381.1,0,0,0,0,0,0,0,0
rna-XM_020088376.1,31,7,0,30,5,0,0,19
rna-XM_020088375.1,424,403,390,305,270,453,509,576
rna-XM_020087982.1,6,0,0,0,8,3,0,0
rna-XM_020088245.1,0,0,0,5,0,0,0,0
rna-XM_020088240.1,349,223,290,170,296,294,248,290
rna-XM_020088244.1,0,0,318,0,0,0,0,112
